influencedBy,economist
Justinian_Rweyemamu,Benno_Ndulu
Justinian_Rweyemamu,Jakaya_Kikwete
Justinian_Rweyemamu,Ibrahim_Lipumba
Justinian_Rweyemamu,Delphin_Rwegasira
Jörg_Huffschmid,Sven_Giegold
Jürgen_Wolters,Bernd_Lucke
Karen_R._Polenske,Ngozi_Okonjo-Iweala
Karl_Polanyi,Robin_Hahnel
Karl_Polanyi,Samuel_Bowles
Karl_Polanyi,David_Graeber
Karl_Polanyi,Joseph_Stiglitz
Karl_Polanyi,Peter_Drucker
Karl_Polanyi,Giovanni_Arrighi
Karl_Polanyi,Moses_Finley
Karl_Polanyi,Kari_Polanyi_Levitt
Karl_Polanyi,Dani_Rodrik
Karl_Polanyi,Daniel_Bell
Karl_Polanyi,Herbert_Gintis
Karl_Polanyi,Herman_Daly
Karl_Polanyi,Ira_Katznelson
Karl_Polanyi,James_C._Scott
Karl_Polanyi,Margaret_Somers
Karl_Polanyi,Arthur_Koestler
Karl_Polanyi,John_Gray
Karl_Polanyi,Jacob_Hacker
Karl_Polanyi,Ay?e_Bu?ra
Karl_Polanyi,Mark_Granovetter
Karl_Polanyi,Marshall_Sahlins
Karl_Polanyi,Fred_L._Block
Karl_Polanyi,Immanuel_Wallerstein
Karl_Polanyi,Tom_Malleson
Karl_William_Kapp,Ignacy_Sachs
Katarina_Juselius,Clive_Granger
Katarina_Juselius,Søren_Johansen
Katarina_Juselius,David_F._Hendry
Kenneth_Arrow,Anthony_Downs
Kenneth_Arrow,Allan_Gibbard
Kenneth_Arrow,Amartya_Sen
Kenneth_Arrow,Takashi_Negishi
Lauchlin_Currie,Franklin_Delano_Roosevelt
Takashi_Negishi,Frank_Hahn
Takashi_Negishi,Fumio_Hayashi
Takashi_Negishi,Michihiro_Kandori
Glenn_Loury,Roland_G._Fryer_Jr.
Don_Lavoie,David_Prychitko
Don_Lavoie,Peter_Boettke
Don_Lavoie,Steven_Horwitz
Don_Patinkin,Huw_Dixon
Marc_Lavoie,Wynne_Godley
Mark_Gertler,Jordi_Galí
Mark_Watson,Ricardo_Reis
Martin_Hellwig,Isabel_Schnabel
Philip_Wicksteed,Joseph_Schumpeter
Philip_Wicksteed,Murray_Rothbard
Philip_Wicksteed,Henry_Hazlitt
Piero_Sraffa,Robin_Hahnel
Piero_Sraffa,Ludwig_Wittgenstein
Piero_Sraffa,Steve_Keen
Piero_Sraffa,Nobuo_Okishio
Piero_Sraffa,John_Maynard_Keynes
Piero_Sraffa,Pierangelo_Garegnani
Piero_Sraffa,Micha?_Kalecki
Piero_Sraffa,Krishna_Bharadwaj
Pieter_Hennipman,Henri_Theil
Pieter_Hennipman,Jan_Pen
Pieter_Hennipman,Arnold_Heertje
Knut_Wicksell,Friedrich_Hayek
Knut_Wicksell,Gunnar_Myrdal
Knut_Wicksell,James_M._Buchanan
Knut_Wicksell,John_Maynard_Keynes
Knut_Wicksell,Milton_Friedman
Kozo_Uno,Makoto_Itoh
Kozo_Uno,Thomas_T._Sekine
Michael_J._Piore,Gilles_Saint-Paul
Michael_James_Farrell,Tony_Lancaster
Michael_James_Farrell,Joseph_E._Stiglitz
Micha?_Kalecki,Robin_Hahnel
Micha?_Kalecki,Richard_M._Goodwin
Micha?_Kalecki,Bill_Mitchell
Micha?_Kalecki,Hyman_Minsky
Micha?_Kalecki,Josef_Steindl
Micha?_Kalecki,Paul_A._Baran
Micha?_Kalecki,Paul_Sweezy
Micha?_Kalecki,Richard_Kahn
Micha?_Kalecki,Luigi_Pasinetti
Micha?_Kalecki,Jonathan_Nitzan
Micha?_Kalecki,Alfred_Eichner
Micha?_Kalecki,Nicholas_Kaldor
Micha?_Kalecki,Jan_Kregel
Micha?_Kalecki,Athanasios_Asimakopulos
Micha?_Kalecki,Joan_Robinson
Micha?_Kalecki,John_Eatwell
Micha?_Kalecki,John_Kenneth_Galbraith
Micha?_Kalecki,John_Maynard_Keynes
Micha?_Kalecki,Kazimierz_?aski
Micha?_Kalecki,Lance_Taylor
Micha?_Kalecki,Lawrence_Klein
Micha?_Kalecki,Marc_Lavoie
Micha?_Kalecki,Piero_Sraffa
Micha?_Kalecki,Yanis_Varoufakis
Micha?_Kalecki,Shimshon_Bichler
Micha?_Kalecki,Tadeusz_Kowalik
Milton_Friedman,Ronald_Reagan
Milton_Friedman,Scott_Sumner
Milton_Friedman,Ben_Bernanke
Milton_Friedman,David_D._Friedman
Milton_Friedman,Gary_Becker
Milton_Friedman,Thomas_Sowell
Milton_Friedman,Anna_Schwartz
Milton_Friedman,Augusto_Pinochet
